Age,Salary,Experience,Education_Level,Job_Satisfaction,Department,Work_Life_Balance,Annual_Bonus,Commute_Time,Work_Hours_Per_Week,Promotions_Last_5_Years,Training_Hours_Last_Year,Overtime_Hours_Per_Week,Performance_Score
22,28735.4,15,Master,3,Operations,4,3114.33,89,29,1,11,3,29.81
36,45015.91,2,PhD,5,Engineering,5,6636.08,14,51,2,53,1,22.87
39,40811.74,28,High School,4,HR,4,6582.94,66,25,2,14,12,44.62
36,43073.82,20,Associate,1,Finance,4,4873.88,90,45,1,2,9,44.7
64,30439.95,38,High School,3,Engineering,2,3167.8,55,43,2,0,6,50.69
33,66896.51,44,Associate,1,HR,3,5046.95,49,33,4,12,4,57.15
41,74029.89,16,Bachelor,2,Marketing,5,5279.42,77,45,2,96,3,27.27
58,64670.04,46,High School,3,Sales,2,2637.83,77,55,4,74,6,59.4
21,69057.94,4,High School,4,Marketing,1,6728.64,108,26,2,61,9,34.54
32,44830.48,8,Bachelor,4,HR,5,4212.71,49,56,3,79,10,35.78
42,40456.15,44,Associate,1,HR,5,4931.52,107,55,1,2,11,42.17
61,38321.19,46,PhD,5,Sales,2,5732.45,89,21,4,15,17,53.63
52,59660.97,20,Associate,4,Operations,5,5377.89,62,48,3,31,19,42.99
31,53405.95,26,Master,1,Engineering,4,4767.71,99,39,1,89,3,43.74
66,48841.67,32,Master,5,Operations,4,3025.18,70,59,3,27,0,71.77
36,69427.23,13,Master,3,Sales,3,7952.55,119,28,4,90,2,28.83
55,56074.12,5,Bachelor,4,Marketing,2,7751.27,28,50,2,80,7,16.38
53,37420.14,44,Associate,4,Finance,4,7155,101,40,1,47,3,60.49
24,39786.37,42,High School,1,Engineering,5,5002.15,79,54,3,47,11,40
47,60229.9,13,Master,4,Finance,5,6092.8,69,48,2,26,16,46.1
36,65625.99,41,Associate,1,Finance,4,2838.98,59,37,0,11,4,55.16
66,58275.2,11,High School,4,Engineering,2,4936.68,117,49,4,34,16,56.43
42,78453.33,37,Associate,1,Marketing,2,1554.95,55,32,4,18,17,52.79
33,74525.11,32,Bachelor,4,Operations,1,3809.2,76,30,2,96,1,35.91
64,56615.54,45,Master,3,HR,2,6085.25,77,44,2,16,15,59.13
57,37421.29,42,PhD,3,Marketing,4,6997.5,25,45,1,8,11,61.47
68,30350.19,18,Master,1,Operations,1,3120.23,51,39,3,45,8,53.75
25,44189.27,29,Master,3,HR,5,3393.17,26,44,0,11,2,30.71
35,61298.2,15,Bachelor,1,HR,4,5764.68,33,29,1,32,12,39.31
45,77399.71,20,High School,1,Engineering,3,1371.71,44,32,1,78,1,18.44
33,56261.71,44,Master,2,Engineering,3,7870.47,7,51,0,28,12,32.23
69,67530.84,36,High School,3,Sales,2,3187.95,53,54,4,12,15,44.48
36,46320.39,5,High School,2,Operations,1,4650.36,29,44,1,66,2,36.61
59,59341.54,40,Bachelor,2,Finance,1,6296.91,86,43,4,98,3,61.82
34,62350.35,37,Master,4,Finance,5,4542.86,15,48,3,57,5,51.12
62,20306.09,33,Bachelor,1,Finance,2,4226.27,98,54,2,84,15,51.56
30,43798.42,18,Bachelor,5,Finance,1,5906.59,93,40,3,98,2,40.03
24,64245.51,19,PhD,2,Sales,4,3937.72,79,31,2,98,9,23.29
44,54117.03,32,Bachelor,4,HR,5,5533.46,102,26,1,99,4,37.44
27,32052.27,42,PhD,3,Sales,1,4912.37,92,26,2,94,4,32.23
51,13548.16,22,High School,5,Operations,3,2522.66,52,40,0,76,17,49.87
53,44513.29,41,High School,1,Engineering,3,7455.18,36,36,0,95,11,45.29
42,48926.21,1,Associate,4,Marketing,1,4224.2,7,23,3,62,1,27.17
23,36741.16,25,Associate,5,HR,3,5886.07,49,52,0,81,6,42.28
41,52146.27,20,High School,1,HR,4,3320.45,93,27,3,17,8,49.41
35,57595.8,35,Master,1,Sales,5,1123.59,113,37,4,9,9,44.09
40,60060.31,45,Associate,5,Engineering,4,7114.51,24,35,4,79,4,62.14
23,14661.22,6,Bachelor,4,Engineering,3,4971.54,24,50,3,86,14,39.09
46,30285.72,6,Associate,5,Operations,1,5320.41,55,36,3,30,2,21.17
42,45430.66,37,High School,2,HR,1,5072.31,85,48,3,52,17,45.23
34,58582.6,49,Master,1,Sales,5,9207.01,24,36,2,97,5,46.98
63,57338.51,3,High School,3,Finance,3,6519.78,86,45,0,43,5,44.55
41,57078.05,37,Master,5,HR,3,6260.13,18,29,2,28,4,51.56
28,44248.73,31,Associate,5,Finance,3,3813.9,102,34,2,48,12,45.24
43,45085.5,35,Bachelor,1,Marketing,2,4627,84,50,2,79,2,42.95
68,39075.06,45,Bachelor,1,Engineering,1,4992.32,36,59,4,56,4,66.82
51,61522.91,15,High School,5,HR,3,6199.26,76,27,4,93,2,30.52
45,36192.67,17,Master,3,Marketing,5,4413.3,46,59,2,88,1,50.29
20,62750.55,15,Associate,1,Finance,2,4288.17,84,21,1,36,14,6.03
28,53117.8,5,Master,1,HR,3,6589.14,43,34,2,47,11,24.86
55,49324.33,22,Master,2,Marketing,1,8164.1,42,43,1,82,0,27.87
31,40149.34,46,Master,4,HR,2,641.37,68,47,1,95,9,41.45
68,29666.87,11,Associate,2,Marketing,4,6702.87,8,25,0,58,1,52.82
43,40285.21,28,Master,3,Marketing,5,4449.86,103,59,3,11,7,68.44
65,45049.9,14,Bachelor,4,Finance,1,6190.65,96,22,2,14,4,29.89
38,14464.64,39,High School,5,Engineering,4,4687.6,67,35,2,55,17,50.93
56,47039.67,3,PhD,3,Sales,1,4230.56,111,21,2,78,1,32.62
47,63865.36,42,Master,3,Marketing,5,5167.85,65,29,3,83,17,61.36
25,58508.27,11,Bachelor,2,Engineering,3,2138.82,110,22,1,59,12,24.96
68,42556.91,30,Bachelor,4,Operations,4,2921.54,82,30,2,69,8,38.02
37,50704.04,38,High School,3,Sales,4,4051.48,9,44,2,18,5,40.2
65,41657.53,5,High School,4,Finance,2,5056.54,70,21,3,52,15,35.26
49,52231.41,22,PhD,5,HR,3,7442.12,49,28,4,28,14,20.13
39,73101.62,13,PhD,4,Engineering,5,6557.21,54,38,3,61,19,17.55
24,64527.48,44,PhD,2,HR,2,4554.12,92,49,3,26,14,58.15
26,57811.91,21,Associate,2,HR,4,2717.2,7,20,4,98,8,53.32
62,42606.73,37,Associate,3,Sales,1,5050.61,27,42,0,96,5,48.46
18,61249.08,25,Bachelor,4,Operations,5,5901.97,15,59,3,82,15,40.99
46,24696.85,21,High School,2,Engineering,2,4023.12,42,20,3,39,10,31.99
25,46214.7,28,Master,1,Marketing,3,4444.25,60,30,2,35,12,36.54
21,58755.67,41,High School,2,Operations,1,7335.69,39,35,1,68,2,32.75
52,61106.32,4,Associate,5,Sales,2,5313.83,69,48,1,19,12,36.97
20,60048.27,29,Bachelor,1,Engineering,5,5015.88,10,58,3,97,15,52.18
62,54422.46,47,Master,4,Marketing,1,4898.09,74,26,1,47,3,47.92
57,47064.13,35,PhD,3,HR,2,7601.27,44,57,2,70,2,58.61
24,58069.64,23,PhD,1,Finance,2,1221.69,94,23,3,97,15,38.95
44,35707.08,7,Associate,2,Finance,5,5830.48,39,55,3,54,6,38.98
18,37329.84,46,Bachelor,3,Sales,3,1244.31,17,29,3,57,8,25.53
44,50926.02,46,High School,3,Operations,1,4031.02,29,43,2,91,18,31.36
33,52597.96,9,Associate,3,Marketing,2,1587.29,90,49,1,38,12,23.38
55,22615.77,23,High School,3,Marketing,5,5767.35,85,29,3,85,0,52.13
24,56827.2,3,Master,4,Finance,2,793.58,82,26,4,40,5,17.69
61,61590.93,9,High School,4,Marketing,5,1918.68,71,52,3,49,7,47.97
40,48840.72,4,Master,4,Engineering,5,4877.74,72,39,1,58,5,43.77
58,85616.99,49,Bachelor,2,Engineering,2,5029.21,103,25,0,55,15,40.14
28,39755.97,25,Associate,4,Finance,5,8133.56,51,41,0,52,5,64.94
59,44583.69,6,High School,3,HR,1,8323.27,59,35,0,62,6,34.35
50,44074,48,Bachelor,1,HR,5,2154.76,96,35,4,40,6,58.86
67,48857.19,18,Bachelor,1,HR,3,3789.16,47,53,0,29,8,43.75
53,45069.13,45,High School,1,Finance,3,4099.44,6,42,2,54,14,45.84
54,28897.84,7,PhD,1,Sales,5,6968.33,49,22,2,84,18,29.45
58,41801.78,35,PhD,1,Marketing,1,4248.33,52,41,0,60,8,45.9
34,48535.69,31,Master,5,Engineering,4,1157.85,66,47,0,39,12,46.81
52,68428.58,38,Bachelor,1,Operations,4,6583.24,42,38,1,72,9,29.01
65,83033.65,32,Associate,1,Engineering,1,3937.32,51,57,2,35,3,44.96
22,70032.11,35,Associate,1,Operations,3,8110.71,8,59,1,12,7,42.93
65,38369.31,28,Bachelor,2,Sales,5,5794.23,64,40,1,45,0,38.82
49,39562.86,44,PhD,5,Marketing,2,6606.83,115,52,0,96,14,89.4
20,47610.07,5,Bachelor,1,HR,5,6368.07,53,22,1,89,19,19.63
69,76768.38,30,Master,4,Operations,5,2974.8,80,52,0,0,6,60.37
64,47518.64,22,Bachelor,2,Engineering,4,811.92,38,27,0,59,5,30.78
52,30087.39,17,High School,5,HR,5,8265.38,105,58,3,1,17,41.43
69,42482.34,10,PhD,4,HR,4,6340.29,48,30,2,35,15,33.96
31,61355.84,7,High School,4,Finance,2,2871.55,109,47,4,44,1,43.97
65,60349.1,4,High School,2,Finance,5,-208.37,98,47,2,93,18,26.62
48,46996.75,42,Bachelor,4,Marketing,1,7842.7,89,48,4,79,18,52.27
48,60251.22,27,Bachelor,3,Engineering,5,5415.56,60,39,3,8,19,48.81
34,15902.42,7,Associate,2,Finance,1,7414.13,96,50,3,14,4,11.19
41,51557.44,23,High School,2,Marketing,4,5876.32,46,36,2,38,4,22.08
69,62910.28,11,Bachelor,3,Sales,5,3704.04,54,33,3,54,19,26.26
40,37507.05,8,Associate,2,HR,4,3751.83,73,55,3,58,14,36.75
35,37454.92,8,High School,4,Engineering,1,4824.14,37,52,0,85,8,31.64
67,22003.28,37,Associate,4,Engineering,4,4851.96,102,40,3,78,6,64.9
31,73848.43,5,PhD,4,Marketing,3,2876.98,100,56,1,3,4,13.3
67,39197.69,7,Master,3,Finance,1,4736.61,95,53,3,15,2,41.65
32,53615.65,22,High School,4,HR,4,6616.45,71,37,4,10,17,48.05
32,59058.76,36,Bachelor,3,HR,5,5012.82,108,28,2,95,15,23.96
23,72681.02,2,PhD,3,Engineering,4,6238.59,112,37,4,21,12,22.64
44,47691.53,24,Associate,3,Engineering,2,5634.21,46,24,0,64,17,43.11
32,41908.55,2,Master,2,HR,1,7350.1,119,31,3,53,16,37.87
67,52596.01,48,High School,5,Sales,4,5951.73,48,21,1,89,16,41.06
53,69261.2,12,Master,3,Marketing,3,3107.51,72,21,0,2,11,35.02
25,47447.41,47,PhD,4,Sales,2,2086.46,104,40,2,95,9,48.71
32,35676.96,42,Master,3,Finance,1,8681.93,61,35,3,96,19,35.22
20,26888.63,26,High School,1,Sales,2,3084.78,40,55,2,96,14,28.98
64,31680.54,38,PhD,2,Sales,5,4473.7,45,54,0,65,14,48.05
30,62965.87,45,Associate,4,Finance,3,4881.79,60,39,1,85,10,85.23
58,45190.63,6,High School,2,Operations,5,3760.43,7,53,2,56,9,53.9
51,40887.19,23,Master,2,Operations,4,7204.07,118,53,3,11,13,49.49
41,39260.49,2,High School,1,Marketing,2,5063.7,60,39,4,65,12,20.76
57,51275.69,26,PhD,3,HR,5,1883.3,60,31,4,7,15,49.22
49,46408.17,14,Master,4,Sales,4,5598.45,69,42,2,80,15,27.53
49,45903.02,18,Associate,5,Marketing,3,4662.16,43,52,1,3,8,48.95
47,70239.86,38,Bachelor,2,Finance,5,6054.88,44,26,0,43,12,52.57
69,73070.24,32,Associate,5,Operations,2,8854.41,43,23,3,64,13,45.49
66,25849.67,14,High School,5,Marketing,5,3504.36,31,34,2,5,14,35.5
30,54913.89,30,Bachelor,3,Operations,3,2432.08,112,30,3,61,16,31.75
18,38347.07,13,PhD,5,Sales,4,10843.71,71,24,1,39,0,32.69
51,46276.23,40,Master,4,HR,5,2694.43,104,33,4,85,15,49.22
32,54639.18,31,Master,3,Finance,5,8778.23,105,59,0,34,18,66.25
61,46809.2,37,PhD,5,Finance,1,9086.68,98,28,4,49,18,31.23
31,53456.9,45,High School,3,Sales,4,4311.55,69,51,0,39,1,40.22
46,60094.55,38,Associate,4,Operations,1,7368.76,78,40,4,10,3,50.64
51,54418.65,22,Bachelor,2,Marketing,1,2885.72,7,44,2,65,4,49.12
35,40297.46,28,PhD,1,HR,3,6104.75,106,37,1,17,5,39.33
24,40562.01,19,High School,3,Finance,3,6925.02,7,30,4,72,7,43.42
46,28404.42,43,High School,1,Sales,2,2920.85,41,56,1,69,7,48.55
48,37191.2,16,Bachelor,2,Sales,4,7556.53,102,50,4,33,13,43.27
42,79431.03,5,PhD,4,Engineering,4,6887.62,24,50,3,11,6,47.24
55,38119.95,44,Associate,2,Operations,3,8479.06,15,59,4,20,2,80.52
31,32099.32,49,Associate,1,Engineering,3,5455.06,87,37,0,59,11,46.96
25,54798.92,2,PhD,4,Marketing,1,287.39,95,41,3,89,18,53.05
44,48344.53,10,Master,5,Sales,3,5477.15,28,36,2,9,12,34.92
19,47066.1,47,Associate,5,Operations,5,4738.64,74,42,2,15,0,64.17
34,71135.69,19,Master,3,Marketing,4,7269.76,69,57,2,78,6,40.06
54,58236.9,20,PhD,5,Marketing,2,2493.3,87,47,1,22,5,44.96
31,42050.11,29,High School,1,HR,1,9873.56,78,26,2,20,8,46.21
42,43632.86,25,PhD,5,Engineering,5,5437.21,112,53,4,60,0,55.99
47,42461.2,17,High School,3,Marketing,3,8029.92,36,21,3,42,7,31.53
46,63121.09,13,PhD,4,HR,2,1635.66,66,21,0,15,16,19.57
37,45377.79,45,Master,5,HR,3,4594.06,59,41,2,57,17,77.66
38,23102.7,16,Master,3,Operations,5,8779,116,20,0,10,0,25.67
39,49275.2,35,PhD,5,Engineering,2,3379.12,105,53,1,83,11,52.61
52,26944.61,36,High School,5,Engineering,3,2365.32,40,56,1,20,13,37.84
54,82763.46,39,PhD,1,Sales,5,5066.01,70,30,0,15,18,42.8
33,35514.98,3,High School,3,Marketing,5,7030.55,41,46,4,74,0,39.39
67,47572.03,9,Master,3,HR,2,4287.33,18,33,0,32,5,37.36
66,53873.04,40,Bachelor,2,Sales,5,4730.43,50,27,3,85,19,77.82
60,45670.13,46,Associate,2,Operations,3,5201.71,81,36,2,88,0,58.91
34,45649.54,29,Master,3,Marketing,2,4400.3,60,32,4,32,16,32.58
33,56327.41,5,PhD,1,Marketing,1,6163.76,54,59,0,97,2,53.82
19,72893.24,3,PhD,5,Sales,5,2351.16,65,26,3,14,4,43.64
21,61512.64,10,High School,4,HR,3,2568.68,21,34,0,64,15,39.28
38,72177.71,31,Associate,5,Sales,2,5740.19,31,34,2,3,15,43.05
56,34300.71,11,Master,4,Marketing,1,3873.05,58,55,1,80,5,43.67
51,54760.44,17,Associate,1,Sales,1,7134.43,33,33,0,91,17,21
47,52328.69,40,Associate,2,Sales,4,4175.28,17,49,3,31,17,57.85
23,55266.37,41,Master,3,Operations,4,6047.92,53,55,0,7,18,54.36
34,70643.48,8,High School,1,Marketing,2,6153.22,29,33,2,35,16,16.3
56,46688.16,2,High School,4,Engineering,5,4113.01,92,23,3,99,10,28.67
42,43917.45,4,High School,3,Operations,3,4905.29,116,28,1,82,9,37.7
22,58009.71,16,Bachelor,4,HR,5,5158.87,104,52,2,55,17,33.68
22,23326.96,41,Associate,5,Marketing,3,3003.89,27,27,0,87,17,42.35
37,46447.22,41,Bachelor,5,Operations,3,7130.94,30,34,4,2,18,26.41
33,47987.03,21,High School,5,Operations,4,4093.61,52,57,0,13,12,62.52
68,36194.62,5,Master,3,Engineering,4,3197.92,40,48,1,95,9,36.4
58,65855.89,35,Associate,2,Sales,5,5283.63,10,20,0,75,10,40.54
54,34066.4,14,Master,2,Engineering,2,7641.26,84,57,4,94,0,49.4
57,47961.9,15,PhD,4,Marketing,3,4823.88,78,46,1,33,12,42.34
26,54397.36,6,Associate,2,Operations,4,4685.51,43,33,1,94,3,34.21
22,70301.77,16,Master,2,Operations,2,5341.93,61,27,0,35,16,22.5
59,49841.65,23,High School,4,Marketing,4,4531.36,95,26,2,95,4,34.7
19,64042.3,31,Bachelor,4,Sales,3,3342.46,70,43,1,34,5,48.83
26,60508.93,42,Master,4,Operations,1,5263.83,14,35,3,31,7,16.68
60,51851.86,46,PhD,3,Marketing,4,4493.59,116,20,1,79,16,37.35
53,33657.3,12,High School,4,Finance,2,2241.3,76,31,3,0,11,37.63
39,28481.29,41,PhD,3,Engineering,5,4520.37,13,29,2,51,17,53.28
39,51597.58,19,Bachelor,3,Finance,5,4410.06,81,54,4,12,8,52.17
39,41859.55,12,PhD,3,Finance,3,4613.19,76,53,3,74,5,12.77
51,63788.92,45,Master,4,Engineering,1,2592.97,31,28,3,74,18,45.36
46,61187.85,13,Master,2,Marketing,4,6232.5,50,41,4,24,12,46.1
55,47230.84,49,High School,2,Engineering,4,7281.3,67,56,1,63,2,53.63
63,32634.31,2,Bachelor,4,Sales,1,4872.9,46,31,3,4,16,31.07
50,57661.03,20,Bachelor,2,Finance,3,4408.16,89,55,3,62,3,52.21
35,34730.76,31,Associate,4,Operations,3,5543.35,45,51,4,84,12,48.05
24,38623.04,9,Associate,3,Finance,2,5516.84,38,36,1,98,17,31.79
18,35308.76,21,Master,5,Marketing,2,3705.89,97,21,0,75,9,23.97
50,47922.48,8,PhD,1,Engineering,2,6287.7,34,50,3,51,4,45.4
18,67552.89,39,PhD,4,Operations,3,3674.59,48,39,2,45,19,47.73
41,49924.39,37,High School,3,HR,4,2668.33,84,57,4,76,11,62.84
21,43351.72,29,Bachelor,5,Operations,5,4557.86,5,24,3,66,5,39.67
21,27115.78,19,Master,3,Marketing,3,5391.77,49,27,1,75,5,37.45
35,58281.87,35,PhD,1,Marketing,1,4528.29,51,35,2,46,13,37.87
44,38293.93,45,Associate,2,Marketing,5,6414.29,97,51,0,33,1,52.43
60,51762.76,38,Master,2,Engineering,3,4847.24,110,22,2,19,3,48.62
49,44686.72,26,High School,3,Marketing,3,7543.05,34,28,3,38,1,59.19
50,62572.66,11,Master,1,Sales,2,6790.72,26,55,2,51,5,45.38
45,47641.45,36,PhD,3,Sales,4,1824.03,19,52,0,49,0,70.18
59,49116.1,35,High School,2,Finance,4,4082.97,88,25,1,67,9,60.5
58,57286.21,4,Associate,3,Finance,5,3357.24,42,51,0,40,7,55.47
53,81604.1,3,Associate,5,Engineering,3,6085.49,27,37,0,42,10,47.52
23,63326.7,45,PhD,1,HR,2,6445.41,35,23,4,48,12,29.81
33,48670.91,47,High School,2,Finance,1,6347.04,61,47,4,70,11,41.91
51,50047.97,12,Associate,3,Finance,3,2302.56,85,54,0,46,4,35.09
40,42127.11,32,High School,1,Finance,2,4481.22,39,53,2,56,18,60.69
67,35750.06,47,Master,3,Operations,1,6999.22,70,53,2,66,17,63.04
59,41708.74,26,Bachelor,2,Finance,1,5734.6,115,56,0,45,14,47.79
41,38417.77,43,Bachelor,1,Marketing,5,138.31,57,52,2,40,11,50.93
66,59800.53,43,Bachelor,2,Finance,4,8684.76,35,35,1,76,13,60.78
30,33932.08,13,Associate,5,Operations,4,5061.82,30,57,2,28,10,32.53
35,69998.16,44,PhD,5,Engineering,5,5791.57,35,56,2,40,4,51.39
30,61280.7,38,Bachelor,4,Operations,3,5004.69,76,36,0,84,18,40.46
66,50307.53,29,PhD,1,Marketing,2,3935.1,84,42,2,45,1,60.98
54,50004.78,19,Bachelor,5,Operations,4,1446.15,16,30,2,24,3,22.41
60,41640.78,35,Master,4,Marketing,5,4064.45,57,53,4,2,8,57.99
56,54051.27,48,Bachelor,1,Engineering,4,5947.99,60,44,4,29,7,55.33
59,66321.39,41,PhD,2,HR,4,4598.11,87,38,2,85,14,60.38
34,39452.65,27,Associate,3,Finance,4,5745.96,66,27,2,1,13,34.16
32,26999.12,46,Master,3,Sales,3,3964.83,48,23,0,8,6,33.62
35,60548.27,31,PhD,2,HR,5,4479.25,62,25,1,57,7,58.39
40,54865.49,3,High School,5,Finance,4,5871.29,81,43,4,3,3,47.25
68,33197.02,35,Bachelor,3,Sales,4,4625.36,69,39,3,71,7,56.86
47,38999.13,24,Master,2,Marketing,5,4158.49,17,22,2,18,8,41.62
51,37113.44,7,Associate,4,Operations,1,6195.28,65,42,3,84,10,29.15
21,39132.02,35,High School,4,Marketing,3,4822.28,72,38,0,13,8,41.99
20,45144.76,21,Bachelor,2,Marketing,3,3285.86,55,20,3,0,16,51.75
24,46001.79,1,Master,1,Finance,2,4706.46,66,22,1,19,17,29.5
35,40238.1,44,PhD,5,Engineering,2,4203.45,113,42,1,82,8,40.24
59,38627.54,6,Bachelor,5,Marketing,1,3090.07,52,20,0,79,12,34.04
24,46568.23,39,Master,2,Marketing,2,8952.8,99,24,4,73,1,37.92
57,52515.37,34,Bachelor,3,Marketing,4,3639.41,67,47,2,65,16,59.01
23,45255.55,18,Master,5,Operations,4,5524.5,76,24,3,64,11,44.72
39,67380.01,25,PhD,5,Finance,2,4497.39,95,38,0,7,3,31.8
18,57621.32,15,Bachelor,4,Sales,3,7407.15,76,32,1,8,1,24.78
21,26137.31,47,Master,4,HR,1,7562.62,55,49,1,38,9,39.36
63,57855.92,32,High School,4,Marketing,4,5989.47,28,27,0,63,3,48.75
66,59083.16,42,Associate,5,HR,1,6567.16,90,36,0,56,0,57.48
69,43478.98,49,Master,5,Engineering,2,1738.71,44,44,0,81,16,85.03
67,27572.04,18,Master,5,Engineering,5,7443.45,33,31,3,14,11,34.39
60,50121,31,Master,3,Engineering,1,6381.58,77,48,1,79,8,62.76
46,49884.37,29,Bachelor,3,Marketing,1,3643.44,21,20,0,84,17,10.99
38,33175.31,15,Associate,3,HR,2,3788.34,5,21,2,24,10,47.43
43,28231.71,23,Bachelor,1,Sales,2,4685.35,112,53,0,87,9,46.39
31,48686.7,38,Master,5,Finance,4,9248.16,100,52,0,15,9,51.89
26,46503.84,41,Master,5,HR,5,4450.4,88,20,3,48,6,35.47
64,43741.02,11,Associate,2,Finance,5,3591.58,5,29,4,72,14,41.64
29,48748.84,15,High School,2,HR,1,3603.38,29,37,1,78,15,25.55
59,33458.35,23,Bachelor,1,Marketing,5,1171.24,45,41,0,47,3,47.54
68,43477.69,3,High School,2,Sales,2,6479.72,95,50,3,76,11,55.89
68,57999.88,19,Master,3,Marketing,2,6541.56,27,21,4,59,14,35.4
23,44750.45,1,Master,1,Engineering,2,-840.73,22,42,4,60,16,21.77
37,24920.41,24,PhD,1,Sales,1,7946.14,99,22,4,43,5,29.79
41,42909.62,49,PhD,1,Operations,3,4632.3,32,43,0,23,2,64.28
44,33947.62,11,High School,4,Operations,2,3731.08,110,44,0,50,12,35.68
55,54007.04,30,PhD,2,HR,5,1847.97,89,32,3,32,1,40.75
25,54782.56,11,Associate,5,Marketing,5,2398.09,16,29,1,11,3,27.59
18,25118.38,39,High School,4,Finance,2,5813.55,105,25,3,9,5,46.43
66,61385.19,1,PhD,3,Marketing,3,6842.62,92,24,4,30,10,17.96
66,33317.21,12,PhD,4,Marketing,1,2868.38,119,58,2,55,2,57.78
41,73387.73,4,Associate,3,HR,2,1271.17,107,35,1,3,9,32.63
64,49268.36,25,Associate,5,HR,1,4499.05,53,40,3,35,8,52.87
24,31304.1,8,High School,5,Engineering,3,2929.18,101,59,1,9,18,36.09
36,32870.21,15,Bachelor,2,Sales,2,5152.08,119,24,2,66,1,28.91
39,55221.43,43,Associate,4,Marketing,2,6864.38,85,52,4,21,18,62.04
52,44130.5,30,PhD,5,Finance,2,2956.2,101,22,3,84,0,25.4
47,48550.19,40,High School,3,Operations,4,5878.61,20,34,1,37,6,40.32
46,74191.7,32,Bachelor,5,Operations,2,7306.3,119,29,1,45,9,25.82
39,39511.34,44,High School,2,HR,2,5323.54,31,20,0,66,17,60.32
28,50899.44,35,PhD,3,HR,3,5940.49,109,29,4,28,4,51.19
37,71297.67,21,Bachelor,1,Engineering,3,3498.17,57,35,3,50,7,14.38
46,54057.7,31,Bachelor,2,Sales,4,7597.55,96,50,4,59,6,53.62
68,25900.96,36,Associate,2,Operations,2,5964.15,40,47,0,58,5,55.61
58,57580.84,27,Master,1,Engineering,5,2983.91,11,56,2,4,19,59.84
59,32554.96,44,PhD,5,HR,1,8571.24,38,46,4,2,9,62.95
51,71102.11,8,Master,2,Finance,2,507.23,114,30,0,63,5,30.68
18,37656.99,23,PhD,1,Engineering,4,7209.43,69,40,2,93,11,32.99
48,94542.64,23,High School,1,Marketing,5,2582.19,8,56,4,46,9,58.78
47,72010.64,42,Master,2,HR,3,5096.2,30,57,2,39,6,52.75
65,38050.81,33,Bachelor,4,HR,1,7416.55,24,53,3,7,6,54.46
35,50300.21,13,Associate,2,Engineering,4,2280.47,55,41,1,55,15,40.47
34,61304.66,39,PhD,4,Finance,3,5737.94,81,29,2,76,0,51.16
55,61754.91,35,Associate,5,Engineering,2,1044.93,103,23,1,53,2,47.33
31,56635.04,16,PhD,1,Finance,4,4427.43,14,24,3,83,6,22.79
40,68782.39,12,Bachelor,3,HR,2,7871.79,12,42,2,76,3,18.99
42,48155.47,31,Bachelor,2,Engineering,4,4580.46,22,35,1,5,4,26.5
32,44499.23,5,Bachelor,3,Sales,4,6852.46,21,38,2,73,4,26.16
63,44797.04,40,Bachelor,5,Operations,2,6635.23,73,34,0,52,5,55.46
39,62875.6,44,Bachelor,2,Engineering,4,2418.88,34,44,2,25,7,48.47
20,55477.72,25,Associate,3,Engineering,3,2032.23,99,31,2,69,12,21.19
36,54369.25,21,High School,5,Sales,3,6297.35,43,52,4,25,8,31.14
61,61928.51,3,Master,4,Sales,1,5846.15,65,27,4,27,7,33.43
51,19234.21,48,Associate,5,Marketing,1,3105.66,28,22,3,75,15,62.87
52,54651.03,10,Master,2,Sales,4,4362.29,85,58,3,52,13,37.15
67,53278.53,23,High School,2,Finance,3,5451.67,102,57,3,60,15,54.65
18,75032.12,17,PhD,2,Operations,2,3642.01,111,24,1,39,12,17.29
69,27071.18,42,High School,5,Operations,4,6867.7,39,58,3,67,3,72.02
38,73357.8,35,High School,2,Marketing,2,4990.61,83,51,3,87,5,48.55
46,51131.14,25,PhD,5,Finance,5,4598.44,65,42,4,14,14,54.48
23,57334.84,2,Master,1,Marketing,1,4210.11,79,38,2,87,10,24.88
54,75138.78,27,Bachelor,1,Marketing,4,5942.05,102,46,3,12,16,49.8
18,58411.42,46,PhD,1,Operations,4,4775.67,76,40,3,66,13,36.57
68,56005.52,9,PhD,3,Finance,2,1239.56,19,53,2,90,19,38.84
18,53634.37,49,High School,1,HR,1,8610.93,40,21,4,44,0,43.2
44,42747.83,4,PhD,1,Operations,2,616.39,59,28,4,78,1,29.4
38,49572.66,26,Associate,5,HR,2,7792.33,41,50,2,25,5,65.74
33,39267.31,32,Bachelor,5,Engineering,1,3251.87,91,51,4,55,4,36.63
61,49331.5,29,High School,2,HR,5,3859.17,66,29,4,22,1,54.81
57,14961.04,22,Master,2,Operations,3,8738.32,68,55,0,38,3,52.2
43,56435.59,47,Master,2,Engineering,3,217.32,43,44,1,96,12,45.06
33,48173.94,13,Master,5,HR,5,4781.67,94,20,2,20,3,-0.95
45,44956.94,23,Master,5,Engineering,1,7637.69,102,41,1,13,18,36.44
18,53296.37,31,Master,1,Operations,4,3765.1,79,24,2,12,10,26.01
53,28496.54,41,High School,4,Engineering,1,5719.24,16,52,0,31,7,52.98
27,78939.05,36,Associate,5,Operations,2,7290.7,76,36,2,11,16,50.72
60,48458.49,40,Associate,4,Sales,1,4751.26,114,41,2,62,6,50.82
34,47812.33,31,Master,5,Operations,3,7756.77,12,38,2,51,6,45.03
